"pf","ret","KTP","KSL","TREND","RSI","split","trades","maxDD%"
"3.16","-0.07","1.1","1.3","250","52/48","","49","0.09"
"3.16","-0.07","1.1","1.3","100","52/48","","49","0.09"
"3.16","-0.07","1.1","1.3","100","52/48","","49","0.09"
"3.16","-0.07","1.1","1.3","150","52/48","","49","0.09"
"3.16","-0.07","1.1","1.3","150","52/48","","49","0.09"
"2.3","0.01","0.8","2.0","50","60/40","","26","0.00"
"2.3","0.01","0.8","2.0","200","60/40","","26","0.00"
"2.3","0.01","0.8","2.0","250","60/40","","26","0.00"
"2.3","0.01","0.8","2.0","100","60/40","","26","0.00"
"2.3","0.01","0.8","2.0","150","60/40","","26","0.00"
"2.3","0.01","0.8","2.0","20","60/40","","21","0.00"
"2.3","-0.02","0.8","1.6","50","60/40","","26","0.03"
"2.3","-0.02","0.8","1.6","200","60/40","","26","0.03"
"2.3","-0.02","0.8","1.6","250","60/40","","26","0.03"
"2.3","-0.02","0.8","1.6","100","60/40","","26","0.03"
"2.3","-0.02","0.8","1.6","150","60/40","","26","0.03"
"2.3","-0.02","0.8","1.8","50","60/40","","26","0.03"
"2.3","-0.02","0.8","1.8","200","60/40","","26","0.03"
"2.3","-0.02","0.8","1.8","250","60/40","","26","0.03"
"2.3","-0.02","0.8","1.8","100","60/40","","26","0.03"
"2.3","-0.02","0.8","1.8","150","60/40","","26","0.03"
"2.3","-0.02","0.8","1.6","20","60/40","","21","0.03"
"2.3","-0.02","0.8","1.8","20","60/40","","21","0.03"
"2.3","-0.04","0.8","1.3","50","60/40","","26","0.06"
"2.3","-0.04","0.8","1.3","200","60/40","","26","0.06"
"2.3","-0.04","0.8","1.3","250","60/40","","26","0.06"
"2.3","-0.04","0.8","1.3","100","60/40","","26","0.06"
"2.3","-0.04","0.8","1.3","150","60/40","","26","0.06"
"2.3","-0.04","0.8","1.4","50","60/40","","26","0.06"
"2.3","-0.04","0.8","1.4","200","60/40","","26","0.06"
"2.3","-0.04","0.8","1.4","250","60/40","","26","0.06"
"2.3","-0.04","0.8","1.4","100","60/40","","26","0.06"
"2.3","-0.04","0.8","1.4","150","60/40","","26","0.06"
"2.3","-0.04","0.8","1.2","20","60/40","","21","0.06"
"2.3","-0.04","0.8","1.3","20","60/40","","21","0.06"
"2.3","-0.04","0.8","1.4","20","60/40","","21","0.06"
"2.3","-0.07","0.8","1.2","50","60/40","","26","0.09"
"2.3","-0.07","0.8","1.2","200","60/40","","26","0.09"
"2.3","-0.07","0.8","1.2","250","60/40","","26","0.09"
"2.3","-0.07","0.8","1.2","100","60/40","","26","0.09"
"2.3","-0.07","0.8","1.2","150","60/40","","26","0.09"
"2.3","-0.13","0.8","1.0","20","60/40","","21","0.15"
"2.3","-0.13","0.8","1.1","20","60/40","","21","0.15"
"2.3","-0.16","0.8","1.1","50","60/40","","26","0.18"
"2.3","-0.16","0.8","1.1","200","60/40","","26","0.18"
"2.3","-0.16","0.8","1.1","250","60/40","","26","0.18"
"2.3","-0.16","0.8","1.1","100","60/40","","26","0.18"
"2.3","-0.16","0.8","1.1","150","60/40","","26","0.18"
"2.3","-0.19","0.8","1.0","50","60/40","","26","0.21"
"2.3","-0.19","0.8","1.0","200","60/40","","26","0.21"
"2.3","-0.19","0.8","1.0","250","60/40","","26","0.21"
"2.3","-0.19","0.8","1.0","100","60/40","","26","0.21"
"2.3","-0.19","0.8","1.0","150","60/40","","26","0.21"
"1.93","0.01","0.8","2.0","50","55/45","","39","0.00"
"1.93","0.01","0.8","2.0","50","55/45","","39","0.00"
"1.93","0.01","0.8","2.0","200","55/45","","39","0.00"
"1.93","0.01","0.8","2.0","200","55/45","","39","0.00"
"1.93","0.01","0.8","2.0","250","55/45","","39","0.00"
"1.93","0.01","0.8","2.0","250","55/45","","39","0.00"
"1.93","0.01","0.8","2.0","100","55/45","","39","0.00"
"1.93","0.01","0.8","2.0","100","55/45","","39","0.00"
"1.93","0.01","0.8","2.0","150","55/45","","39","0.00"
"1.93","0.01","0.8","2.0","150","55/45","","39","0.00"
"1.93","-0.02","0.8","1.6","50","55/45","","39","0.03"
"1.93","-0.02","0.8","1.6","50","55/45","","39","0.03"
"1.93","-0.02","0.8","1.6","200","55/45","","39","0.03"
"1.93","-0.02","0.8","1.6","200","55/45","","39","0.03"
"1.93","-0.02","0.8","1.6","250","55/45","","39","0.03"
"1.93","-0.02","0.8","1.6","250","55/45","","39","0.03"
"1.93","-0.02","0.8","1.6","100","55/45","","39","0.03"
"1.93","-0.02","0.8","1.6","100","55/45","","39","0.03"
"1.93","-0.02","0.8","1.6","150","55/45","","39","0.03"
"1.93","-0.02","0.8","1.6","150","55/45","","39","0.03"
"1.93","-0.02","0.8","1.8","50","55/45","","39","0.03"
"1.93","-0.02","0.8","1.8","50","55/45","","39","0.03"
"1.93","-0.02","0.8","1.8","200","55/45","","39","0.03"
"1.93","-0.02","0.8","1.8","200","55/45","","39","0.03"
"1.93","-0.02","0.8","1.8","250","55/45","","39","0.03"
"1.93","-0.02","0.8","1.8","250","55/45","","39","0.03"
"1.93","-0.02","0.8","1.8","100","55/45","","39","0.03"
"1.93","-0.02","0.8","1.8","100","55/45","","39","0.03"
"1.93","-0.02","0.8","1.8","150","55/45","","39","0.03"
"1.93","-0.02","0.8","1.8","150","55/45","","39","0.03"
"1.48","-0.27","1.0","1.0","50","52/48","","49","0.33"
"1.48","-0.27","1.0","1.0","50","52/48","","49","0.33"
"1.48","-0.27","1.0","1.0","200","52/48","","49","0.33"
"1.48","-0.27","1.0","1.0","200","52/48","","49","0.33"
"1.48","-0.27","1.0","1.0","250","52/48","","49","0.33"
"1.48","-0.27","1.0","1.0","250","52/48","","49","0.33"
"1.48","-0.27","1.0","1.0","100","52/48","","49","0.33"
"1.48","-0.27","1.0","1.0","100","52/48","","49","0.33"
"1.48","-0.27","1.0","1.0","150","52/48","","49","0.33"
"1.48","-0.27","1.0","1.0","150","52/48","","49","0.33"
"1.47","-0.22","1.0","1.1","50","52/48","","49","0.27"
"1.47","-0.22","1.0","1.1","50","52/48","","49","0.27"
"1.47","-0.22","1.0","1.1","200","52/48","","49","0.27"
"1.47","-0.22","1.0","1.1","200","52/48","","49","0.27"
"1.47","-0.22","1.0","1.1","250","52/48","","49","0.27"
"1.47","-0.22","1.0","1.1","250","52/48","","49","0.27"
"1.47","-0.22","1.0","1.1","100","52/48","","49","0.27"
"1.47","-0.22","1.0","1.1","100","52/48","","49","0.27"
"1.47","-0.22","1.0","1.1","150","52/48","","49","0.27"
"1.47","-0.22","1.0","1.1","150","52/48","","49","0.27"
"1.33","-0.28","0.9","1.0","50","52/48","","49","0.33"
"1.33","-0.28","0.9","1.0","50","52/48","","49","0.33"
"1.33","-0.28","0.9","1.0","200","52/48","","49","0.33"
"1.33","-0.28","0.9","1.0","200","52/48","","49","0.33"
"1.33","-0.28","0.9","1.0","250","52/48","","49","0.33"
"1.33","-0.28","0.9","1.0","250","52/48","","49","0.33"
"1.33","-0.28","0.9","1.0","100","52/48","","49","0.33"
"1.33","-0.28","0.9","1.0","100","52/48","","49","0.33"
"1.33","-0.28","0.9","1.0","150","52/48","","49","0.33"
"1.33","-0.28","0.9","1.0","150","52/48","","49","0.33"
"1.32","-0.23","0.9","1.1","50","52/48","","49","0.27"
"1.32","-0.23","0.9","1.1","50","52/48","","49","0.27"
"1.32","-0.23","0.9","1.1","200","52/48","","49","0.27"
"1.32","-0.23","0.9","1.1","200","52/48","","49","0.27"
"1.32","-0.23","0.9","1.1","250","52/48","","49","0.27"
"1.32","-0.23","0.9","1.1","250","52/48","","49","0.27"
"1.32","-0.23","0.9","1.1","100","52/48","","49","0.27"
"1.32","-0.23","0.9","1.1","100","52/48","","49","0.27"
"1.32","-0.23","0.9","1.1","150","52/48","","49","0.27"
"1.32","-0.23","0.9","1.1","150","52/48","","49","0.27"
"1.22","-0.27","0.8","1.0","50","52/48","","49","0.33"
"1.22","-0.27","0.8","1.0","50","52/48","","49","0.33"
"1.22","-0.27","0.8","1.0","200","52/48","","49","0.33"
"1.22","-0.27","0.8","1.0","200","52/48","","49","0.33"
"1.22","-0.27","0.8","1.0","250","52/48","","49","0.33"
"1.22","-0.27","0.8","1.0","250","52/48","","49","0.33"
"1.22","-0.27","0.8","1.0","100","52/48","","49","0.33"
"1.22","-0.27","0.8","1.0","100","52/48","","49","0.33"
"1.22","-0.27","0.8","1.0","150","52/48","","49","0.33"
"1.22","-0.27","0.8","1.0","150","52/48","","49","0.33"
"1.21","-0.21","0.8","1.1","50","52/48","","49","0.27"
"1.21","-0.21","0.8","1.1","50","52/48","","49","0.27"
"1.21","-0.21","0.8","1.1","200","52/48","","49","0.27"
"1.21","-0.21","0.8","1.1","200","52/48","","49","0.27"
"1.21","-0.21","0.8","1.1","250","52/48","","49","0.27"
"1.21","-0.21","0.8","1.1","250","52/48","","49","0.27"
"1.21","-0.21","0.8","1.1","100","52/48","","49","0.27"
"1.21","-0.21","0.8","1.1","100","52/48","","49","0.27"
"1.21","-0.21","0.8","1.1","150","52/48","","49","0.27"
"1.21","-0.21","0.8","1.1","150","52/48","","49","0.27"
"0","0","1.3","1.6","50","52/48","","49","0.00"
"0","0","1.3","1.6","50","52/48","","49","0.00"
"0","0","1.3","1.6","200","52/48","","49","0.00"
"0","0","1.3","1.6","200","52/48","","49","0.00"
"0","0","1.3","1.6","250","52/48","","49","0.00"
"0","0","1.3","1.6","250","52/48","","49","0.00"
"0","0","1.3","1.6","100","52/48","","49","0.00"
"0","0","1.3","1.6","100","52/48","","49","0.00"
"0","0","1.3","1.6","150","52/48","","49","0.00"
"0","0","1.3","1.6","150","52/48","","49","0.00"
"0","0","1.3","1.8","50","52/48","","49","0.00"
"0","0","1.3","1.8","50","52/48","","49","0.00"
"0","0","1.3","1.8","200","52/48","","49","0.00"
"0","0","1.3","1.8","200","52/48","","49","0.00"
"0","0","1.3","1.8","250","52/48","","49","0.00"
"0","0","1.3","1.8","250","52/48","","49","0.00"
"0","0","1.3","1.8","100","52/48","","49","0.00"
"0","0","1.3","1.8","100","52/48","","49","0.00"
"0","0","1.3","1.8","150","52/48","","49","0.00"
"0","0","1.3","1.8","150","52/48","","49","0.00"
"0","0","1.3","2.0","50","52/48","","49","0.00"
"0","0","1.3","2.0","50","52/48","","49","0.00"
"0","0","1.3","2.0","200","52/48","","49","0.00"
"0","0","1.3","2.0","200","52/48","","49","0.00"
"0","0","1.3","2.0","250","52/48","","49","0.00"
"0","0","1.3","2.0","250","52/48","","49","0.00"
"0","0","1.3","2.0","100","52/48","","49","0.00"
"0","0","1.3","2.0","100","52/48","","49","0.00"
"0","0","1.3","2.0","150","52/48","","49","0.00"
"0","0","1.3","2.0","150","52/48","","49","0.00"
"0","0","1.4","1.6","50","52/48","","49","0.00"
"0","0","1.4","1.6","50","52/48","","49","0.00"
"0","0","1.4","1.6","200","52/48","","49","0.00"
"0","0","1.4","1.6","200","52/48","","49","0.00"
"0","0","1.4","1.6","250","52/48","","49","0.00"
"0","0","1.4","1.6","250","52/48","","49","0.00"
"0","0","1.4","1.6","100","52/48","","49","0.00"
"0","0","1.4","1.6","100","52/48","","49","0.00"
"0","0","1.4","1.6","150","52/48","","49","0.00"
"0","0","1.4","1.6","150","52/48","","49","0.00"
"0","0","1.4","1.8","50","52/48","","49","0.00"
"0","0","1.4","1.8","50","52/48","","49","0.00"
"0","0","1.4","1.8","200","52/48","","49","0.00"
"0","0","1.4","1.8","200","52/48","","49","0.00"
"0","0","1.4","1.8","250","52/48","","49","0.00"
"0","0","1.4","1.8","250","52/48","","49","0.00"
"0","0","1.4","1.8","100","52/48","","49","0.00"
"0","0","1.4","1.8","100","52/48","","49","0.00"
"0","0","1.4","1.8","150","52/48","","49","0.00"
"0","0","1.4","1.8","150","52/48","","49","0.00"
"0","0","1.4","2.0","50","52/48","","49","0.00"
"0","0","1.4","2.0","50","52/48","","49","0.00"
"0","0","1.4","2.0","200","52/48","","49","0.00"
"0","0","1.4","2.0","200","52/48","","49","0.00"
"0","0","1.4","2.0","250","52/48","","49","0.00"
"0","0","1.4","2.0","250","52/48","","49","0.00"
"0","0","1.4","2.0","100","52/48","","49","0.00"
"0","0","1.4","2.0","100","52/48","","49","0.00"
"0","0","1.4","2.0","150","52/48","","49","0.00"
"0","0","1.4","2.0","150","52/48","","49","0.00"
"0","0","1.5","1.6","50","52/48","","49","0.00"
"0","0","1.5","1.6","50","52/48","","49","0.00"
"0","0","1.5","1.6","200","52/48","","49","0.00"
"0","0","1.5","1.6","200","52/48","","49","0.00"
"0","0","1.5","1.6","250","52/48","","49","0.00"
"0","0","1.5","1.6","250","52/48","","49","0.00"
"0","0","1.5","1.6","100","52/48","","49","0.00"
"0","0","1.5","1.6","100","52/48","","49","0.00"
"0","0","1.5","1.6","150","52/48","","49","0.00"
"0","0","1.5","1.6","150","52/48","","49","0.00"
"0","0","1.5","1.8","50","52/48","","49","0.00"
"0","0","1.5","1.8","50","52/48","","49","0.00"
"0","0","1.5","1.8","200","52/48","","49","0.00"
"0","0","1.5","1.8","200","52/48","","49","0.00"
"0","0","1.5","1.8","250","52/48","","49","0.00"
"0","0","1.5","1.8","250","52/48","","49","0.00"
"0","0","1.5","1.8","100","52/48","","49","0.00"
"0","0","1.5","1.8","100","52/48","","49","0.00"
"0","0","1.5","1.8","150","52/48","","49","0.00"
"0","0","1.5","1.8","150","52/48","","49","0.00"
"0","0","1.5","2.0","50","52/48","","49","0.00"
"0","0","1.5","2.0","50","52/48","","49","0.00"
"0","0","1.5","2.0","200","52/48","","49","0.00"
"0","0","1.5","2.0","200","52/48","","49","0.00"
"0","0","1.5","2.0","250","52/48","","49","0.00"
"0","0","1.5","2.0","250","52/48","","49","0.00"
"0","0","1.5","2.0","100","52/48","","49","0.00"
"0","0","1.5","2.0","100","52/48","","49","0.00"
"0","0","1.5","2.0","150","52/48","","49","0.00"
"0","0","1.5","2.0","150","52/48","","49","0.00"
"0","0","1.6","1.6","50","52/48","","49","0.00"
"0","0","1.6","1.6","50","52/48","","49","0.00"
"0","0","1.6","1.6","200","52/48","","49","0.00"
"0","0","1.6","1.6","200","52/48","","49","0.00"
"0","0","1.6","1.6","250","52/48","","49","0.00"
"0","0","1.6","1.6","250","52/48","","49","0.00"
"0","0","1.6","1.6","100","52/48","","49","0.00"
"0","0","1.6","1.6","100","52/48","","49","0.00"
"0","0","1.6","1.6","150","52/48","","49","0.00"
"0","0","1.6","1.6","150","52/48","","49","0.00"
"0","0","1.6","1.8","50","52/48","","49","0.00"
"0","0","1.6","1.8","50","52/48","","49","0.00"
"0","0","1.6","1.8","200","52/48","","49","0.00"
"0","0","1.6","1.8","200","52/48","","49","0.00"
"0","0","1.6","1.8","250","52/48","","49","0.00"
"0","0","1.6","1.8","250","52/48","","49","0.00"
"0","0","1.6","1.8","100","52/48","","49","0.00"
"0","0","1.6","1.8","100","52/48","","49","0.00"
"0","0","1.6","1.8","150","52/48","","49","0.00"
"0","0","1.6","1.8","150","52/48","","49","0.00"
"0","0","1.6","2.0","50","52/48","","49","0.00"
"0","0","1.6","2.0","50","52/48","","49","0.00"
"0","0","1.6","2.0","200","52/48","","49","0.00"
"0","0","1.6","2.0","200","52/48","","49","0.00"
"0","0","1.6","2.0","250","52/48","","49","0.00"
"0","0","1.6","2.0","250","52/48","","49","0.00"
"0","0","1.6","2.0","100","52/48","","49","0.00"
"0","0","1.6","2.0","100","52/48","","49","0.00"
"0","0","1.6","2.0","150","52/48","","49","0.00"
"0","0","1.6","2.0","150","52/48","","49","0.00"
"0","0","0.9","2.0","50","55/45","","39","0.00"
"0","0","0.9","2.0","50","55/45","","39","0.00"
"0","0","0.9","2.0","200","55/45","","39","0.00"
"0","0","0.9","2.0","200","55/45","","39","0.00"
"0","0","0.9","2.0","250","55/45","","39","0.00"
"0","0","0.9","2.0","250","55/45","","39","0.00"
"0","0","0.9","2.0","100","55/45","","39","0.00"
"0","0","0.9","2.0","100","55/45","","39","0.00"
"0","0","0.9","2.0","150","55/45","","39","0.00"
"0","0","0.9","2.0","150","55/45","","39","0.00"
"0","0","1.0","2.0","50","55/45","","39","0.00"
"0","0","1.0","2.0","50","55/45","","39","0.00"
"0","0","1.0","2.0","200","55/45","","39","0.00"
"0","0","1.0","2.0","200","55/45","","39","0.00"
"0","0","1.0","2.0","250","55/45","","39","0.00"
"0","0","1.0","2.0","250","55/45","","39","0.00"
"0","0","1.0","2.0","100","55/45","","39","0.00"
"0","0","1.0","2.0","100","55/45","","39","0.00"
"0","0","1.0","2.0","150","55/45","","39","0.00"
"0","0","1.0","2.0","150","55/45","","39","0.00"
"0","0","1.1","2.0","50","55/45","","39","0.00"
"0","0","1.1","2.0","50","55/45","","39","0.00"
"0","0","1.1","2.0","200","55/45","","39","0.00"
"0","0","1.1","2.0","200","55/45","","39","0.00"
"0","0","1.1","2.0","250","55/45","","39","0.00"
"0","0","1.1","2.0","250","55/45","","39","0.00"
"0","0","1.1","2.0","100","55/45","","39","0.00"
"0","0","1.1","2.0","100","55/45","","39","0.00"
"0","0","1.1","2.0","150","55/45","","39","0.00"
"0","0","1.1","2.0","150","55/45","","39","0.00"
"0","0","1.2","2.0","50","55/45","","39","0.00"
"0","0","1.2","2.0","50","55/45","","39","0.00"
"0","0","1.2","2.0","200","55/45","","39","0.00"
"0","0","1.2","2.0","200","55/45","","39","0.00"
"0","0","1.2","2.0","250","55/45","","39","0.00"
"0","0","1.2","2.0","250","55/45","","39","0.00"
"0","0","1.2","2.0","100","55/45","","39","0.00"
"0","0","1.2","2.0","100","55/45","","39","0.00"
"0","0","1.2","2.0","150","55/45","","39","0.00"
"0","0","1.2","2.0","150","55/45","","39","0.00"
"0","0","1.2","2.0","50","55/45","","39","0.00"
"0","0","1.2","2.0","50","55/45","","39","0.00"
"0","0","1.2","2.0","200","55/45","","39","0.00"
"0","0","1.2","2.0","200","55/45","","39","0.00"
"0","0","1.2","2.0","250","55/45","","39","0.00"
"0","0","1.2","2.0","250","55/45","","39","0.00"
"0","0","1.2","2.0","100","55/45","","39","0.00"
"0","0","1.2","2.0","100","55/45","","39","0.00"
"0","0","1.2","2.0","150","55/45","","39","0.00"
"0","0","1.2","2.0","150","55/45","","39","0.00"
"0","0","1.3","2.0","50","55/45","","39","0.00"
"0","0","1.3","2.0","50","55/45","","39","0.00"
"0","0","1.3","2.0","200","55/45","","39","0.00"
"0","0","1.3","2.0","200","55/45","","39","0.00"
"0","0","1.3","2.0","250","55/45","","39","0.00"
"0","0","1.3","2.0","250","55/45","","39","0.00"
"0","0","1.3","2.0","100","55/45","","39","0.00"
"0","0","1.3","2.0","100","55/45","","39","0.00"
"0","0","1.3","2.0","150","55/45","","39","0.00"
"0","0","1.3","2.0","150","55/45","","39","0.00"
"0","0","1.4","2.0","50","55/45","","39","0.00"
"0","0","1.4","2.0","50","55/45","","39","0.00"
"0","0","1.4","2.0","200","55/45","","39","0.00"
"0","0","1.4","2.0","200","55/45","","39","0.00"
"0","0","1.4","2.0","250","55/45","","39","0.00"
"0","0","1.4","2.0","250","55/45","","39","0.00"
"0","0","1.4","2.0","100","55/45","","39","0.00"
"0","0","1.4","2.0","100","55/45","","39","0.00"
"0","0","1.4","2.0","150","55/45","","39","0.00"
"0","0","1.4","2.0","150","55/45","","39","0.00"
"0","0","1.5","2.0","50","55/45","","39","0.00"
"0","0","1.5","2.0","50","55/45","","39","0.00"
"0","0","1.5","2.0","200","55/45","","39","0.00"
"0","0","1.5","2.0","200","55/45","","39","0.00"
"0","0","1.5","2.0","250","55/45","","39","0.00"
"0","0","1.5","2.0","250","55/45","","39","0.00"
"0","0","1.5","2.0","100","55/45","","39","0.00"
"0","0","1.5","2.0","100","55/45","","39","0.00"
"0","0","1.5","2.0","150","55/45","","39","0.00"
"0","0","1.5","2.0","150","55/45","","39","0.00"
"0","0","1.6","2.0","50","55/45","","39","0.00"
"0","0","1.6","2.0","50","55/45","","39","0.00"
"0","0","1.6","2.0","200","55/45","","39","0.00"
"0","0","1.6","2.0","200","55/45","","39","0.00"
"0","0","1.6","2.0","250","55/45","","39","0.00"
"0","0","1.6","2.0","250","55/45","","39","0.00"
"0","0","1.6","2.0","100","55/45","","39","0.00"
"0","0","1.6","2.0","100","55/45","","39","0.00"
"0","0","1.6","2.0","150","55/45","","39","0.00"
"0","0","1.6","2.0","150","55/45","","39","0.00"
"0","0","1.3","1.6","20","52/48","","32","0.00"
"0","0","1.3","1.6","20","52/48","","32","0.00"
"0","0","1.3","1.8","20","52/48","","32","0.00"
"0","0","1.3","1.8","20","52/48","","32","0.00"
"0","0","1.3","2.0","20","52/48","","32","0.00"
"0","0","1.3","2.0","20","52/48","","32","0.00"
"0","0","1.4","1.6","20","52/48","","32","0.00"
"0","0","1.4","1.6","20","52/48","","32","0.00"
"0","0","1.4","1.8","20","52/48","","32","0.00"
"0","0","1.4","1.8","20","52/48","","32","0.00"
"0","0","1.4","2.0","20","52/48","","32","0.00"
"0","0","1.4","2.0","20","52/48","","32","0.00"
"0","0","1.5","1.6","20","52/48","","32","0.00"
"0","0","1.5","1.6","20","52/48","","32","0.00"
"0","0","1.5","1.8","20","52/48","","32","0.00"
"0","0","1.5","1.8","20","52/48","","32","0.00"
"0","0","1.5","2.0","20","52/48","","32","0.00"
"0","0","1.5","2.0","20","52/48","","32","0.00"
"0","0","1.6","1.6","20","52/48","","32","0.00"
"0","0","1.6","1.6","20","52/48","","32","0.00"
"0","0","1.6","1.8","20","52/48","","32","0.00"
"0","0","1.6","1.8","20","52/48","","32","0.00"
"0","0","1.6","2.0","20","52/48","","32","0.00"
"0","0","1.6","2.0","20","52/48","","32","0.00"
"0","0","0.8","2.0","20","55/45","","27","0.00"
"0","0","0.8","2.0","20","55/45","","27","0.00"
"0","0","0.9","2.0","20","55/45","","27","0.00"
"0","0","0.9","2.0","20","55/45","","27","0.00"
"0","0","1.0","2.0","20","55/45","","27","0.00"
"0","0","1.0","2.0","20","55/45","","27","0.00"
"0","0","1.1","2.0","20","55/45","","27","0.00"
"0","0","1.1","2.0","20","55/45","","27","0.00"
"0","0","1.2","2.0","20","55/45","","27","0.00"
"0","0","1.2","2.0","20","55/45","","27","0.00"
"0","0","1.2","2.0","20","55/45","","27","0.00"
"0","0","1.2","2.0","20","55/45","","27","0.00"
"0","0","1.3","2.0","20","55/45","","27","0.00"
"0","0","1.3","2.0","20","55/45","","27","0.00"
"0","0","1.4","2.0","20","55/45","","27","0.00"
"0","0","1.4","2.0","20","55/45","","27","0.00"
"0","0","1.5","2.0","20","55/45","","27","0.00"
"0","0","1.5","2.0","20","55/45","","27","0.00"
"0","0","1.6","2.0","20","55/45","","27","0.00"
"0","0","1.6","2.0","20","55/45","","27","0.00"
"0","0","0.9","2.0","50","60/40","","26","0.00"
"0","0","0.9","2.0","200","60/40","","26","0.00"
"0","0","0.9","2.0","250","60/40","","26","0.00"
"0","0","0.9","2.0","100","60/40","","26","0.00"
"0","0","0.9","2.0","150","60/40","","26","0.00"
"0","0","1.0","2.0","50","60/40","","26","0.00"
"0","0","1.0","2.0","200","60/40","","26","0.00"
"0","0","1.0","2.0","250","60/40","","26","0.00"
"0","0","1.0","2.0","100","60/40","","26","0.00"
"0","0","1.0","2.0","150","60/40","","26","0.00"
"0","0","1.1","2.0","50","60/40","","26","0.00"
"0","0","1.1","2.0","200","60/40","","26","0.00"
"0","0","1.1","2.0","250","60/40","","26","0.00"
"0","0","1.1","2.0","100","60/40","","26","0.00"
"0","0","1.1","2.0","150","60/40","","26","0.00"
"0","0","1.2","2.0","50","60/40","","26","0.00"
"0","0","1.2","2.0","200","60/40","","26","0.00"
"0","0","1.2","2.0","250","60/40","","26","0.00"
"0","0","1.2","2.0","100","60/40","","26","0.00"
"0","0","1.2","2.0","150","60/40","","26","0.00"
"0","0","1.2","2.0","50","60/40","","26","0.00"
"0","0","1.2","2.0","200","60/40","","26","0.00"
"0","0","1.2","2.0","250","60/40","","26","0.00"
"0","0","1.2","2.0","100","60/40","","26","0.00"
"0","0","1.2","2.0","150","60/40","","26","0.00"
"0","0","1.3","2.0","50","60/40","","26","0.00"
"0","0","1.3","2.0","200","60/40","","26","0.00"
"0","0","1.3","2.0","250","60/40","","26","0.00"
"0","0","1.3","2.0","100","60/40","","26","0.00"
"0","0","1.3","2.0","150","60/40","","26","0.00"
"0","0","1.4","2.0","50","60/40","","26","0.00"
"0","0","1.4","2.0","200","60/40","","26","0.00"
"0","0","1.4","2.0","250","60/40","","26","0.00"
"0","0","1.4","2.0","100","60/40","","26","0.00"
"0","0","1.4","2.0","150","60/40","","26","0.00"
"0","0","1.5","2.0","50","60/40","","26","0.00"
"0","0","1.5","2.0","200","60/40","","26","0.00"
"0","0","1.5","2.0","250","60/40","","26","0.00"
"0","0","1.5","2.0","100","60/40","","26","0.00"
"0","0","1.5","2.0","150","60/40","","26","0.00"
"0","0","1.6","2.0","50","60/40","","26","0.00"
"0","0","1.6","2.0","200","60/40","","26","0.00"
"0","0","1.6","2.0","250","60/40","","26","0.00"
"0","0","1.6","2.0","100","60/40","","26","0.00"
"0","0","1.6","2.0","150","60/40","","26","0.00"
"0","0","0.9","2.0","20","60/40","","21","0.00"
"0","0","1.0","2.0","20","60/40","","21","0.00"
"0","0","1.1","2.0","20","60/40","","21","0.00"
"0","0","1.2","2.0","20","60/40","","21","0.00"
"0","0","1.2","2.0","20","60/40","","21","0.00"
"0","0","1.3","2.0","20","60/40","","21","0.00"
"0","0","1.4","2.0","20","60/40","","21","0.00"
"0","0","1.5","2.0","20","60/40","","21","0.00"
"0","0","1.6","2.0","20","60/40","","21","0.00"
